Date,Rolling_Vol_90d
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-04,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,0.01054302727283578
2018-07-17,0.010372296447474512
2018-07-18,0.01020459393862434
2018-07-19,0.010121129581685397
2018-07-20,0.010084499964224402
2018-07-23,0.010042480772817995
2018-07-24,0.010000056608291808
2018-07-25,0.009870275621697613
2018-07-26,0.009737290296934443
2018-07-27,0.009611001112522752
2018-07-30,0.009515394589394606
2018-07-31,0.009465511263187341
2018-08-01,0.009405656390658048
2018-08-02,0.009401792650129791
2018-08-03,0.009291826696526562
2018-08-06,0.009251954904960814
2018-08-07,0.009214189787019567
2018-08-08,0.009168828241580187
2018-08-09,0.009224228777337496
2018-08-10,0.009496541226446007
2018-08-13,0.009551720506503289
2018-08-14,0.00960624100213873
2018-08-15,0.009513365868246767
2018-08-16,0.009683169495079531
2018-08-17,0.009593211629222916
2018-08-20,0.009598238720404894
2018-08-21,0.009636923244726174
2018-08-22,0.0095550142044252
2018-08-23,0.00963098253870937
2018-08-24,0.009576339578496094
2018-08-27,0.010302814964109584
2018-08-28,0.010219329611171387
2018-08-29,0.010137180765478395
2018-08-30,0.010121122180283413
2018-08-31,0.010082532854521736
2018-09-03,0.010003712418443222
2018-09-04,0.009927566311342822
2018-09-05,0.009852789831585568
2018-09-06,0.009913451943038016
2018-09-07,0.009846679063883583
2018-09-10,0.009832596939771081
2018-09-11,0.00980292612581341
2018-09-12,0.009791964457760212
2018-09-13,0.00972423355412595
2018-09-14,0.0096687312096199
2018-09-17,0.00962742053882062
2018-09-18,0.009576640723809699
2018-09-19,0.010064503675714237
2018-09-20,0.010033374980041561
2018-09-21,0.010022092311423576
2018-09-24,0.010030866324219236
2018-09-25,0.009970265909060734
2018-09-26,0.010062374047900991
2018-09-27,0.010015756275603126
2018-09-28,0.01009630125355407
2018-10-01,0.010051293664600136
2018-10-02,0.00999901914951546
2018-10-03,0.009974863432008776
2018-10-04,0.00991826615344394
2018-10-05,0.009895728629239752
2018-10-08,0.009841127024419605
2018-10-09,0.009881591297429122
2018-10-10,0.010435046779368285
2018-10-11,0.010449777530454922
2018-10-12,0.010463905559223432
2018-10-15,0.010483571171628051
2018-10-16,0.010950608416041795
2018-10-17,0.011376602588552573
2018-10-18,0.011478257565364974
2018-10-19,0.01149464818312902
2018-10-22,0.011761333873392047
2018-10-23,0.011767069081434876
2018-10-24,0.012625093080561891
2018-10-25,0.012866636749000725
2018-10-26,0.012882992753905476
2018-10-29,0.012763894181941737
2018-10-30,0.012980623481564616
2018-10-31,0.013281376157208792
2018-11-01,0.013213725217705776
2018-11-02,0.013196624452118567
2018-11-05,0.013147117520251923
2018-11-06,0.013073754448366488
2018-11-07,0.013145053177613
2018-11-08,0.013145023476671572
2018-11-09,0.013802449458618908
2018-11-12,0.01575537700037591
2018-11-13,0.015754970241803917
2018-11-14,0.015795470722057257
2018-11-15,0.015791447657761727
2018-11-16,0.0158058108699757
2018-11-19,0.0157260610423703
2018-11-20,0.0161209264457942
2018-11-21,0.01614353178255866
2018-11-22,0.016136054297180985
2018-11-23,0.016186021918092725
2018-11-26,0.016442938738992323
2018-11-27,0.01640142815589042
2018-11-28,0.016621643651690228
2018-11-29,0.016663399154709095
2018-11-30,0.016782481925616575
2018-12-03,0.01677954082525212
2018-12-04,0.017212555817875425
2018-12-05,0.0172116503975067
2018-12-06,0.01720017909166173
2018-12-07,0.01734844151767082
2018-12-10,0.017311930421807727
2018-12-11,0.01729416921735823
2018-12-12,0.017293516781281316
2018-12-13,0.017273772173619403
2018-12-14,0.017274450856523675
2018-12-17,0.01744747382717438
2018-12-18,0.017556190420705258
2018-12-19,0.01758692912262435
2018-12-20,0.017464155185103403
2018-12-21,0.018154540579239316
2018-12-24,0.018201981405402794
2018-12-25,0.018122642784165095
2018-12-26,0.01874099270747628
2018-12-27,0.018828599460917986
2018-12-28,0.01886134131333522
2018-12-31,0.018727879790907977
2019-01-01,0.018729919787744017
2019-01-02,0.019055898921323366
2019-01-03,0.019085417708842915
2019-01-04,0.019454928554699442
2019-01-07,0.019474360377734985
2019-01-08,0.019472323978924906
2019-01-09,0.01949622695212643
2019-01-10,0.019469299640808634
2019-01-11,0.01948943959103644
2019-01-14,0.019529114388807445
2019-01-15,0.019548521294643222
2019-01-16,0.021895354059861507
2019-01-17,0.021928933022740127
2019-01-18,0.022009851158031998
2019-01-21,0.022004860229481636
2019-01-22,0.022129363352204372
2019-01-23,0.021891984524676986
2019-01-24,0.021878956258886997
2019-01-25,0.021937594879936115
2019-01-28,0.021921036097292554
2019-01-29,0.021928868519431672
2019-01-30,0.021909586037575247
2019-01-31,0.02201815026678365
2019-02-01,0.02197708349717659
2019-02-04,0.02198105344552807
2019-02-05,0.021977540836598024
2019-02-06,0.02196446092048237
2019-02-07,0.022034259654965315
2019-02-08,0.022032688143190853
2019-02-11,0.0220326801958693
2019-02-12,0.022093357042168738
2019-02-13,0.021774065192246887
2019-02-14,0.021784197982487867
2019-02-15,0.0220313274608036
2019-02-18,0.022018600004522645
2019-02-19,0.021778049004922747
2019-02-20,0.021535625156497283
2019-02-21,0.0215154445465411
2019-02-22,0.021487096291888243
2019-02-25,0.02141166150901981
2019-02-26,0.021370561680162655
2019-02-27,0.02087651173497377
2019-02-28,0.020738386933702765
2019-03-01,0.020744124589331253
2019-03-04,0.02074236105807217
2019-03-05,0.02059740645101422
2019-03-06,0.020378064182911635
2019-03-07,0.02037727971480881
2019-03-08,0.02038362178643149
2019-03-11,0.020389862566150687
2019-03-12,0.020396507000029984
2019-03-13,0.02034048636674984
2019-03-14,0.020339674079840372
2019-03-15,0.019941188458692128
2019-03-18,0.018346679737716667
2019-03-19,0.018353006532965378
2019-03-20,0.01866094530171125
2019-03-21,0.01864893228428777
2019-03-22,0.018880124621582724
2019-03-25,0.01877429218215104
2019-03-26,0.018443356235856866
2019-03-27,0.018433869981404512
2019-03-28,0.018445055933609802
2019-03-29,0.018345968698176902
2019-04-01,0.01830046804102519
2019-04-02,0.01829993118583567
2019-04-03,0.018211709006398423
2019-04-04,0.01816312047760017
2019-04-05,0.01801055496878759
2019-04-08,0.018004964809923238
2019-04-09,0.0175388090436163
2019-04-10,0.017574700178173634
2019-04-11,0.017574093293837134
2019-04-12,0.01753220075206874
2019-04-15,0.018035173236907714
2019-04-16,0.01800496571132293
2019-04-17,0.01824463593929185
2019-04-18,0.01827290384265714
2019-04-19,0.018151081712113822
2019-04-22,0.017892058540787757
2019-04-23,0.01779082601692748
2019-04-24,0.017841309560959334
2019-04-25,0.017827730404090535
2019-04-26,0.016921366655598378
2019-04-29,0.01677380765035565
2019-04-30,0.016791821366435276
2019-05-01,0.016317263825796964
2019-05-02,0.0162630288987971
2019-05-03,0.01619465617802389
2019-05-06,0.01605044030627804
2019-05-07,0.016200393390215447
2019-05-08,0.015975411491898444
2019-05-09,0.015878672807831788
2019-05-10,0.015549295310189585
2019-05-13,0.01603241331832319
2019-05-14,0.016034306167847467
2019-05-15,0.01602573765122739
2019-05-16,0.016075107769019183
2019-05-17,0.016104382357925193
2019-05-20,0.01607858297158481
2019-05-21,0.01609204017045052
2019-05-22,0.013065261322724753
2019-05-23,0.013160072507837314
2019-05-24,0.013041454515495534
2019-05-27,0.013041454515495534
2019-05-28,0.012938501357334306
2019-05-29,0.012935681089365705
2019-05-30,0.012929063765178694
2019-05-31,0.013109525262623172
2019-06-03,0.013111680897945434
2019-06-04,0.013663646516763415
2019-06-05,0.01363904449087511
2019-06-06,0.01346744554726017
2019-06-07,0.013446342536229056
2019-06-10,0.013643326799031049
2019-06-11,0.013646633464381473
2019-06-12,0.013848302988926132
2019-06-13,0.013732719599672042
