Date,Rolling_Vol_90d
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-04,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,0.014334753672187117
2018-07-17,0.014154103777667584
2018-07-18,0.01393636333250395
2018-07-19,0.014002059973187911
2018-07-20,0.01402959732944191
2018-07-23,0.014215116539475865
2018-07-24,0.014012288020123893
2018-07-25,0.013856745634027263
2018-07-26,0.01369930054802832
2018-07-27,0.013523902359455244
2018-07-30,0.013390225052353108
2018-07-31,0.013438825415720793
2018-08-01,0.013376454418534342
2018-08-02,0.013216465666718654
2018-08-03,0.013091970660421228
2018-08-06,0.01294370131161094
2018-08-07,0.01280202707866893
2018-08-08,0.012711245071564188
2018-08-09,0.012627915135024937
2018-08-10,0.012667685092730611
2018-08-13,0.012997706544908954
2018-08-14,0.012934195200447949
2018-08-15,0.012973924182108555
2018-08-16,0.012939858215132743
2018-08-17,0.012817225629391443
2018-08-20,0.012706241066102929
2018-08-21,0.012601318560390307
2018-08-22,0.012491850433428384
2018-08-23,0.012402433206864837
2018-08-24,0.012295487148297738
2018-08-27,0.012300038276069902
2018-08-28,0.012200747851365613
2018-08-29,0.012118176090785963
2018-08-30,0.012037285633502539
2018-08-31,0.011949061312028615
2018-09-03,0.011855749433419584
2018-09-04,0.011787250220395094
2018-09-05,0.011697720626416155
2018-09-06,0.011638449700233866
2018-09-07,0.011552685691982095
2018-09-10,0.011471331784684763
2018-09-11,0.011389131754885694
2018-09-12,0.011436214390723532
2018-09-13,0.011418130958333361
2018-09-14,0.011370462736911344
2018-09-17,0.011300485647468555
2018-09-18,0.01122939920020631
2018-09-19,0.01152451421373972
2018-09-20,0.011465505451086181
2018-09-21,0.011411507278429357
2018-09-24,0.011395515721474297
2018-09-25,0.011328644098646902
2018-09-26,0.011439320096456608
2018-09-27,0.011393002238578896
2018-09-28,0.011465331529076195
2018-10-01,0.011417654905000138
2018-10-02,0.01135354563529597
2018-10-03,0.011386305907294555
2018-10-04,0.01141784379340438
2018-10-05,0.011377286050404022
2018-10-08,0.011313636573863996
2018-10-09,0.011314201893832771
2018-10-10,0.011146350352544104
2018-10-11,0.011592848411049472
2018-10-12,0.011598831886458251
2018-10-15,0.011760960597085857
2018-10-16,0.011984260943120368
2018-10-17,0.012065301086009405
2018-10-18,0.012240005436408958
2018-10-19,0.012220485136070904
2018-10-22,0.012708533716625463
2018-10-23,0.012769882506801371
2018-10-24,0.013164945664453675
2018-10-25,0.01327387507897428
2018-10-26,0.013255464659790269
2018-10-29,0.013169564607620164
2018-10-30,0.013187428046729666
2018-10-31,0.013451220149246388
2018-11-01,0.013407389135496288
2018-11-02,0.013293814200139
2018-11-05,0.013305243064608297
2018-11-06,0.013180429505068071
2018-11-07,0.013235105261746115
2018-11-08,0.013278271201062373
2018-11-09,0.013339118343750787
2018-11-12,0.013109023261011288
2018-11-13,0.013087098833401556
2018-11-14,0.013240726726338397
2018-11-15,0.01350756347417093
2018-11-16,0.013495659308632448
2018-11-19,0.012715018432650048
2018-11-20,0.01275258970014421
2018-11-21,0.01274557820269101
2018-11-22,0.012654064854798067
2018-11-23,0.012578884541533183
2018-11-26,0.012604046827852797
2018-11-27,0.012623891141301583
2018-11-28,0.01287857082001745
2018-11-29,0.012945675399530399
2018-11-30,0.013017240895556812
2018-12-03,0.012997359970360224
2018-12-04,0.014166032301345817
2018-12-05,0.014095344015363154
2018-12-06,0.01424158807135795
2018-12-07,0.014578067752754583
2018-12-10,0.0148007405747098
2018-12-11,0.014807103815118667
2018-12-12,0.01475357400584527
2018-12-13,0.014750536126326928
2018-12-14,0.014722812171641292
2018-12-17,0.014561961552422772
2018-12-18,0.014503746020395444
2018-12-19,0.014486196931096514
2018-12-20,0.014406926908503113
2018-12-21,0.014714096004805251
2018-12-24,0.014924269521421413
2018-12-25,0.014903319791459596
2018-12-26,0.016284700957424635
2018-12-27,0.016344419126118195
2018-12-28,0.016342370398943453
2018-12-31,0.01630964261421539
2019-01-01,0.0163113161254861
2019-01-02,0.01639114869147567
2019-01-03,0.016454715019252792
2019-01-04,0.017072232382477005
2019-01-07,0.017071404427876115
2019-01-08,0.017045797258686074
2019-01-09,0.017088008502734696
2019-01-10,0.017083384987849344
2019-01-11,0.017141465723908303
2019-01-14,0.017212336591274587
2019-01-15,0.01723335411986519
2019-01-16,0.018726663875967317
2019-01-17,0.018814001967713885
2019-01-18,0.01883116258394073
2019-01-21,0.018829101912898733
2019-01-22,0.018841973016866888
2019-01-23,0.01864238683397108
2019-01-24,0.018640053387291397
2019-01-25,0.018727404513182645
2019-01-28,0.018704510935487854
2019-01-29,0.018721475432585677
2019-01-30,0.018664192295986294
2019-01-31,0.01877907238865371
2019-02-01,0.018707099413099445
2019-02-04,0.01878805026870911
2019-02-05,0.01878982123539225
2019-02-06,0.018728058258988267
2019-02-07,0.018744878119620754
2019-02-08,0.018736398374979823
2019-02-11,0.018742394628058864
2019-02-12,0.018749677240160002
2019-02-13,0.01856599422665121
2019-02-14,0.01831788981253593
2019-02-15,0.01850297551989531
2019-02-18,0.01838631158022386
2019-02-19,0.018248445504621735
2019-02-20,0.01822605057061887
2019-02-21,0.018066863620057806
2019-02-22,0.018083516564601224
2019-02-25,0.01772463093569142
2019-02-26,0.017661370803093726
2019-02-27,0.017340523874728876
2019-02-28,0.017320863935506605
2019-03-01,0.017310503658305092
2019-03-04,0.017331796601259414
2019-03-05,0.01732280136796118
2019-03-06,0.017134764123915694
2019-03-07,0.017134446356058597
2019-03-08,0.017135580604117913
2019-03-11,0.017155565764196135
2019-03-12,0.017147764073132045
2019-03-13,0.017150689549983993
2019-03-14,0.017119742409854644
2019-03-15,0.017078916735177044
2019-03-18,0.016913739494505458
2019-03-19,0.016928117636184417
2019-03-20,0.017199151645714273
2019-03-21,0.01709196392731496
2019-03-22,0.017664463419970838
2019-03-25,0.01767626629620109
2019-03-26,0.017680323100336695
2019-03-27,0.017689227526149074
2019-03-28,0.01772730655390806
2019-03-29,0.017713588771879115
2019-04-01,0.01792389585299224
2019-04-02,0.01795034859974264
2019-04-03,0.017767557534161215
2019-04-04,0.01773693732909928
2019-04-05,0.017691634388348112
2019-04-08,0.017687418138257482
2019-04-09,0.016679732762355338
2019-04-10,0.01668892134242427
2019-04-11,0.01652338764719209
2019-04-12,0.016550255734667972
2019-04-15,0.016326024172556144
2019-04-16,0.016295349659049004
2019-04-17,0.016290282928058345
2019-04-18,0.01627406997248362
2019-04-19,0.016275671111338506
2019-04-22,0.0162740357943713
2019-04-23,0.016273112449856235
2019-04-24,0.016207848538191297
2019-04-25,0.01619787088641824
2019-04-26,0.015807651492330845
2019-04-29,0.015503683293694524
2019-04-30,0.015532762344362388
2019-05-01,0.014425915411618716
2019-05-02,0.014411053361482875
2019-05-03,0.01441697720635433
2019-05-06,0.014435815363940445
2019-05-07,0.014596863076610511
2019-05-08,0.014566578673985942
2019-05-09,0.014447700811682588
2019-05-10,0.013866993428321227
2019-05-13,0.014748206023547083
2019-05-14,0.01479689005039439
2019-05-15,0.014831521085664823
2019-05-16,0.014862804717535287
2019-05-17,0.014844352177135882
2019-05-20,0.014789874473338864
2019-05-21,0.014809197020778628
2019-05-22,0.012924037292999768
2019-05-23,0.013055704843817502
2019-05-24,0.013105467207930613
2019-05-27,0.013105467207930613
2019-05-28,0.013125081350529928
2019-05-29,0.013122979854601084
2019-05-30,0.013293775533449449
2019-05-31,0.013325128141832001
2019-06-03,0.013328964836413592
2019-06-04,0.014180365679650272
2019-06-05,0.014136681222408354
2019-06-06,0.013975420917175397
2019-06-07,0.014034138128847535
2019-06-10,0.014063380810270554
2019-06-11,0.014074249054420122
2019-06-12,0.01411454424736494
2019-06-13,0.013997607520661079
